Topic,QuestionCategory,LocationDesc,Education,Income,Gender,% Adults W. Obesity,% Adults Exercise Weekly,% Adults Do not exercise,% Adults Eat Vegetable or Fruit Daily
Obesity / Weight Status,Gender,Connecticut,,,Female,24.5,,,
Obesity / Weight Status,Gender,Connecticut,,,Male,26.33333333,,,
Obesity / Weight Status,Income,Connecticut,,"$15,000 - $24,999",,31.25,,,
Obesity / Weight Status,Income,Connecticut,,"$25,000 - $34,999",,27.93333333,,,
Obesity / Weight Status,Income,Connecticut,,"$35,000 - $49,999",,27.68333333,,,
Obesity / Weight Status,Income,Connecticut,,"$50,000 - $74,999",,26.9,,,
Obesity / Weight Status,Income,Connecticut,,"$75,000 or greater",,21.88333333,,,
Obesity / Weight Status,Income,Connecticut,,"Less than $15,000",,33.95,,,
Obesity / Weight Status,Race/Ethnicity,Connecticut,,,,26.71351351,,,
Obesity / Weight Status,Total,Connecticut,,,,25.45,,,
Obesity / Weight Status,Education,Delaware,College graduate,,,24.05,,,
Obesity / Weight Status,Education,Delaware,High school graduate,,,30.6,,,
Obesity / Weight Status,Education,Delaware,Less than high school,,,35.05,,,
Obesity / Weight Status,Education,Delaware,Some college or technical school,,,31.3,,,
Obesity / Weight Status,Age (years),Delaware,,,,29.075,,,
Obesity / Weight Status,Gender,Delaware,,,Female,30.28333333,,,
Obesity / Weight Status,Gender,Delaware,,,Male,28.96666667,,,
Obesity / Weight Status,Income,Delaware,,"$15,000 - $24,999",,35.21666667,,,
Obesity / Weight Status,Income,Delaware,,"$25,000 - $34,999",,32.98333333,,,
Obesity / Weight Status,Income,Delaware,,"$35,000 - $49,999",,32.18333333,,,
Obesity / Weight Status,Income,Delaware,,"$50,000 - $74,999",,29.83333333,,,
Obesity / Weight Status,Income,Delaware,,"$75,000 or greater",,26.48333333,,,
Obesity / Weight Status,Income,Delaware,,"Less than $15,000",,35.7,,,
Obesity / Weight Status,Race/Ethnicity,Delaware,,,,26.57931034,,,
Obesity / Weight Status,Total,Delaware,,,,29.65,,,
Obesity / Weight Status,Education,District of Columbia,College graduate,,,12.71666667,,,
Obesity / Weight Status,Education,District of Columbia,High school graduate,,,31.21666667,,,
Obesity / Weight Status,Education,District of Columbia,Less than high school,,,37.93333333,,,
Obesity / Weight Status,Education,District of Columbia,Some college or technical school,,,29.01666667,,,
Obesity / Weight Status,Age (years),District of Columbia,,,,23.06944444,,,
Obesity / Weight Status,Gender,District of Columbia,,,Female,25.98333333,,,
Obesity / Weight Status,Gender,District of Columbia,,,Male,18.7,,,
Obesity / Weight Status,Income,District of Columbia,,"$15,000 - $24,999",,32.23333333,,,
Obesity / Weight Status,Income,District of Columbia,,"$25,000 - $34,999",,26.35,,,
Obesity / Weight Status,Income,District of Columbia,,"$35,000 - $49,999",,26.58333333,,,
Obesity / Weight Status,Income,District of Columbia,,"$50,000 - $74,999",,20.9,,,
Obesity / Weight Status,Income,District of Columbia,,"$75,000 or greater",,13.4,,,
Obesity / Weight Status,Income,District of Columbia,,"Less than $15,000",,34.65,,,
Obesity / Weight Status,Race/Ethnicity,District of Columbia,,,,19.665625,,,
Obesity / Weight Status,Total,District of Columbia,,,,22.48333333,,,
Obesity / Weight Status,Education,Florida,College graduate,,,21.46666667,,,
Obesity / Weight Status,Education,Florida,High school graduate,,,28.35,,,
Obesity / Weight Status,Education,Florida,Less than high school,,,29.76666667,,,
Obesity / Weight Status,Education,Florida,Some college or technical school,,,27.06666667,,,
Obesity / Weight Status,Age (years),Florida,,,,25.94166667,,,
Obesity / Weight Status,Gender,Florida,,,Female,25.65,,,
Obesity / Weight Status,Gender,Florida,,,Male,27.25,,,
Obesity / Weight Status,Income,Florida,,"$15,000 - $24,999",,29.73333333,,,
Obesity / Weight Status,Income,Florida,,"$25,000 - $34,999",,27.88333333,,,
Obesity / Weight Status,Income,Florida,,"$35,000 - $49,999",,27.58333333,,,
Obesity / Weight Status,Income,Florida,,"$50,000 - $74,999",,26.7,,,
Obesity / Weight Status,Income,Florida,,"$75,000 or greater",,23.16666667,,,
Obesity / Weight Status,Income,Florida,,"Less than $15,000",,31.13333333,,,
Obesity / Weight Status,Race/Ethnicity,Florida,,,,25.06842105,,,
Obesity / Weight Status,Total,Florida,,,,26.43333333,,,
Obesity / Weight Status,Education,Georgia,College graduate,,,23.78333333,,,
Obesity / Weight Status,Education,Georgia,High school graduate,,,31.6,,,
Obesity / Weight Status,Education,Georgia,Less than high school,,,34.51666667,,,
Obesity / Weight Status,Education,Georgia,Some college or technical school,,,31.35,,,
Obesity / Weight Status,Age (years),Georgia,,,,29.51944444,,,
Obesity / Weight Status,Gender,Georgia,,,Female,31.51666667,,,
Obesity / Weight Status,Gender,Georgia,,,Male,28.51666667,,,
Obesity / Weight Status,Income,Georgia,,"$15,000 - $24,999",,34.01666667,,,
Obesity / Weight Status,Income,Georgia,,"$25,000 - $34,999",,31.91666667,,,
Obesity / Weight Status,Income,Georgia,,"$35,000 - $49,999",,32.48333333,,,
Obesity / Weight Status,Income,Georgia,,"$50,000 - $74,999",,31.28333333,,,
Obesity / Weight Status,Income,Georgia,,"$75,000 or greater",,24.58333333,,,
Obesity / Weight Status,Income,Georgia,,"Less than $15,000",,35.96666667,,,
Obesity / Weight Status,Race/Ethnicity,Georgia,,,,25.81428571,,,
Obesity / Weight Status,Total,Georgia,,,,30,,,
Obesity / Weight Status,Education,Guam,College graduate,,,23.56666667,,,
Obesity / Weight Status,Education,Guam,High school graduate,,,32.23333333,,,
Obesity / Weight Status,Education,Guam,Less than high school,,,33.36666667,,,
Obesity / Weight Status,Education,Guam,Some college or technical school,,,26.6,,,
Obesity / Weight Status,Age (years),Guam,,,,28.58333333,,,
Obesity / Weight Status,Gender,Guam,,,Female,28.63333333,,,
Obesity / Weight Status,Gender,Guam,,,Male,29.86666667,,,
Obesity / Weight Status,Income,Guam,,"$15,000 - $24,999",,28.6,,,
Obesity / Weight Status,Income,Guam,,"$25,000 - $34,999",,30.03333333,,,
Obesity / Weight Status,Income,Guam,,"$35,000 - $49,999",,30.23333333,,,
Obesity / Weight Status,Income,Guam,,"$50,000 - $74,999",,31.26666667,,,
Obesity / Weight Status,Income,Guam,,"$75,000 or greater",,26.8,,,
Obesity / Weight Status,Income,Guam,,"Less than $15,000",,30.6,,,
Obesity / Weight Status,Race/Ethnicity,Guam,,,,28.34,,,
Obesity / Weight Status,Total,Guam,,,,29.3,,,
Obesity / Weight Status,Education,Hawaii,College graduate,,,16.76666667,,,
Obesity / Weight Status,Education,Hawaii,High school graduate,,,25.73333333,,,
Obesity / Weight Status,Education,Hawaii,Less than high school,,,27.28333333,,,
Obesity / Weight Status,Education,Hawaii,Some college or technical school,,,23.25,,,
Obesity / Weight Status,Age (years),Hawaii,,,,22.5,,,
Obesity / Weight Status,Gender,Hawaii,,,Female,20.05,,,
Obesity / Weight Status,Gender,Hawaii,,,Male,25.1,,,
Obesity / Weight Status,Income,Hawaii,,"$15,000 - $24,999",,23.66666667,,,
Obesity / Weight Status,Income,Hawaii,,"$25,000 - $34,999",,22.5,,,
Obesity / Weight Status,Income,Hawaii,,"$35,000 - $49,999",,23.18333333,,,
Obesity / Weight Status,Income,Hawaii,,"$50,000 - $74,999",,24.71666667,,,
Obesity / Weight Status,Income,Hawaii,,"$75,000 or greater",,21.66666667,,,
Obesity / Weight Status,Income,Hawaii,,"Less than $15,000",,26.46666667,,,
Obesity / Weight Status,Race/Ethnicity,Hawaii,,,,29.66666667,,,
Obesity / Weight Status,Total,Hawaii,,,,22.63333333,,,
Obesity / Weight Status,Education,Idaho,College graduate,,,23.3,,,
Obesity / Weight Status,Education,Idaho,High school graduate,,,28.46666667,,,
Obesity / Weight Status,Education,Idaho,Less than high school,,,32.43333333,,,
Obesity / Weight Status,Education,Idaho,Some college or technical school,,,29.33333333,,,
Obesity / Weight Status,Age (years),Idaho,,,,27.76944444,,,
Obesity / Weight Status,Gender,Idaho,,,Female,27.51666667,,,
Obesity / Weight Status,Gender,Idaho,,,Male,28.55,,,
Obesity / Weight Status,Income,Idaho,,"$15,000 - $24,999",,31.38333333,,,
Obesity / Weight Status,Income,Idaho,,"$25,000 - $34,999",,29.06666667,,,
Obesity / Weight Status,Income,Idaho,,"$35,000 - $49,999",,30.56666667,,,
Obesity / Weight Status,Income,Idaho,,"$50,000 - $74,999",,28.8,,,
Obesity / Weight Status,Income,Idaho,,"$75,000 or greater",,23.6,,,
Obesity / Weight Status,Income,Idaho,,"Less than $15,000",,30.73333333,,,
Obesity / Weight Status,Race/Ethnicity,Idaho,,,,33.88333333,,,
Obesity / Weight Status,Total,Idaho,,,,28.05,,,
Obesity / Weight Status,Education,Illinois,College graduate,,,23.68333333,,,
Obesity / Weight Status,Education,Illinois,High school graduate,,,32.38333333,,,
Obesity / Weight Status,Education,Illinois,Less than high school,,,32.4,,,
Obesity / Weight Status,Education,Illinois,Some college or technical school,,,30.76666667,,,
Obesity / Weight Status,Age (years),Illinois,,,,28.78611111,,,
Obesity / Weight Status,Gender,Illinois,,,Female,29.76666667,,,
Obesity / Weight Status,Gender,Illinois,,,Male,29.03333333,,,
Obesity / Weight Status,Income,Illinois,,"$15,000 - $24,999",,32.73333333,,,
Obesity / Weight Status,Income,Illinois,,"$25,000 - $34,999",,30.6,,,
Obesity / Weight Status,Income,Illinois,,"$35,000 - $49,999",,29.25,,,
Obesity / Weight Status,Income,Illinois,,"$50,000 - $74,999",,30.48333333,,,
Obesity / Weight Status,Income,Illinois,,"$75,000 or greater",,26.3,,,
Obesity / Weight Status,Income,Illinois,,"Less than $15,000",,34.55,,,
Obesity / Weight Status,Race/Ethnicity,Illinois,,,,26.54333333,,,
Obesity / Weight Status,Total,Illinois,,,,29.38333333,,,
Obesity / Weight Status,Education,Indiana,College graduate,,,25.73333333,,,
Obesity / Weight Status,Education,Indiana,High school graduate,,,33.43333333,,,
Obesity / Weight Status,Education,Indiana,Less than high school,,,33.96666667,,,
Obesity / Weight Status,Education,Indiana,Some college or technical school,,,33.03333333,,,
Obesity / Weight Status,Age (years),Indiana,,,,31.4,,,
Obesity / Weight Status,Gender,Indiana,,,Female,31.76666667,,,
Obesity / Weight Status,Gender,Indiana,,,Male,31.75,,,
Obesity / Weight Status,Income,Indiana,,"$15,000 - $24,999",,34.93333333,,,
Obesity / Weight Status,Income,Indiana,,"$25,000 - $34,999",,33.61666667,,,
Obesity / Weight Status,Income,Indiana,,"$35,000 - $49,999",,32.7,,,
Obesity / Weight Status,Income,Indiana,,"$50,000 - $74,999",,33.46666667,,,
Obesity / Weight Status,Income,Indiana,,"$75,000 or greater",,27.5,,,
Obesity / Weight Status,Income,Indiana,,"Less than $15,000",,36.35,,,
Obesity / Weight Status,Race/Ethnicity,Indiana,,,,32.11515152,,,
Obesity / Weight Status,Total,Indiana,,,,31.75,,,
Obesity / Weight Status,Education,Iowa,College graduate,,,25.35,,,
Obesity / Weight Status,Education,Iowa,High school graduate,,,33.21666667,,,
Obesity / Weight Status,Education,Iowa,Less than high school,,,33.06666667,,,
Obesity / Weight Status,Education,Iowa,Some college or technical school,,,32.06666667,,,
Obesity / Weight Status,Age (years),Iowa,,,,30.58333333,,,
Obesity / Weight Status,Gender,Iowa,,,Female,29.31666667,,,
Obesity / Weight Status,Gender,Iowa,,,Male,32.48333333,,,
Obesity / Weight Status,Income,Iowa,,"$15,000 - $24,999",,34.63333333,,,
Obesity / Weight Status,Income,Iowa,,"$25,000 - $34,999",,33.26666667,,,
Obesity / Weight Status,Income,Iowa,,"$35,000 - $49,999",,32.41666667,,,
Obesity / Weight Status,Income,Iowa,,"$50,000 - $74,999",,33.33333333,,,
Obesity / Weight Status,Income,Iowa,,"$75,000 or greater",,27.95,,,
Obesity / Weight Status,Income,Iowa,,"Less than $15,000",,34.36666667,,,
Obesity / Weight Status,Race/Ethnicity,Iowa,,,,29.004,,,
Obesity / Weight Status,Total,Iowa,,,,30.95,,,
Obesity / Weight Status,Education,Kansas,College graduate,,,26.38333333,,,
Obesity / Weight Status,Education,Kansas,High school graduate,,,32.66666667,,,
Obesity / Weight Status,Education,Kansas,Less than high school,,,33.76666667,,,
Obesity / Weight Status,Education,Kansas,Some college or technical school,,,32.51666667,,,
Obesity / Weight Status,Age (years),Kansas,,,,30.73888889,,,
Obesity / Weight Status,Gender,Kansas,,,Female,30.53333333,,,
Obesity / Weight Status,Gender,Kansas,,,Male,31.45,,,
Obesity / Weight Status,Income,Kansas,,"$15,000 - $24,999",,34.33333333,,,
Obesity / Weight Status,Income,Kansas,,"$25,000 - $34,999",,33.85,,,
Obesity / Weight Status,Income,Kansas,,"$35,000 - $49,999",,33.41666667,,,
Obesity / Weight Status,Income,Kansas,,"$50,000 - $74,999",,32.08333333,,,
Obesity / Weight Status,Income,Kansas,,"$75,000 or greater",,26.96666667,,,
Obesity / Weight Status,Income,Kansas,,"Less than $15,000",,36.28333333,,,
Obesity / Weight Status,Race/Ethnicity,Kansas,,,,30.92368421,,,
Obesity / Weight Status,Total,Kansas,,,,31.01666667,,,
Obesity / Weight Status,Education,Kentucky,College graduate,,,27.45,,,
Obesity / Weight Status,Education,Kentucky,High school graduate,,,33.91666667,,,
Obesity / Weight Status,Education,Kentucky,Less than high school,,,34.73333333,,,
Obesity / Weight Status,Education,Kentucky,Some college or technical school,,,32.98333333,,,
Obesity / Weight Status,Age (years),Kentucky,,,,31.96111111,,,
Obesity / Weight Status,Gender,Kentucky,,,Female,32.2,,,
Obesity / Weight Status,Gender,Kentucky,,,Male,32.83333333,,,
Obesity / Weight Status,Income,Kentucky,,"$15,000 - $24,999",,37.06666667,,,
Obesity / Weight Status,Income,Kentucky,,"$25,000 - $34,999",,34.85,,,
Obesity / Weight Status,Income,Kentucky,,"$35,000 - $49,999",,34.35,,,
Obesity / Weight Status,Income,Kentucky,,"$50,000 - $74,999",,34.28333333,,,
Obesity / Weight Status,Income,Kentucky,,"$75,000 or greater",,28.63333333,,,
Obesity / Weight Status,Income,Kentucky,,"Less than $15,000",,36.21666667,,,
Obesity / Weight Status,Race/Ethnicity,Kentucky,,,,33.09354839,,,
Obesity / Weight Status,Total,Kentucky,,,,32.55,,,
Obesity / Weight Status,Education,Louisiana,College graduate,,,28.3,,,
Obesity / Weight Status,Education,Louisiana,High school graduate,,,36.13333333,,,
Obesity / Weight Status,Education,Louisiana,Less than high school,,,37.71666667,,,
Obesity / Weight Status,Education,Louisiana,Some college or technical school,,,35.23333333,,,
Obesity / Weight Status,Age (years),Louisiana,,,,34.29166667,,,
Obesity / Weight Status,Gender,Louisiana,,,Female,35.56666667,,,
Obesity / Weight Status,Gender,Louisiana,,,Male,33.66666667,,,
Obesity / Weight Status,Income,Louisiana,,"$15,000 - $24,999",,38.63333333,,,
Obesity / Weight Status,Income,Louisiana,,"$25,000 - $34,999",,35.43333333,,,
Obesity / Weight Status,Income,Louisiana,,"$35,000 - $49,999",,37.3,,,
Obesity / Weight Status,Income,Louisiana,,"$50,000 - $74,999",,33.08333333,,,
Obesity / Weight Status,Income,Louisiana,,"$75,000 or greater",,32.2,,,
Obesity / Weight Status,Income,Louisiana,,"Less than $15,000",,39.81666667,,,
Obesity / Weight Status,Race/Ethnicity,Louisiana,,,,33.75666667,,,
Obesity / Weight Status,Total,Louisiana,,,,34.63333333,,,
Obesity / Weight Status,Education,Maine,College graduate,,,21.38333333,,,
Obesity / Weight Status,Education,Maine,High school graduate,,,32.16666667,,,
Obesity / Weight Status,Education,Maine,Less than high school,,,33.36666667,,,
Obesity / Weight Status,Education,Maine,Some college or technical school,,,30.01666667,,,
Obesity / Weight Status,Age (years),Maine,,,,28.11944444,,,
Obesity / Weight Status,Gender,Maine,,,Female,28.63333333,,,
Obesity / Weight Status,Gender,Maine,,,Male,29.1,,,
Obesity / Weight Status,Income,Maine,,"$15,000 - $24,999",,32.66666667,,,
Obesity / Weight Status,Income,Maine,,"$25,000 - $34,999",,30.8,,,
Obesity / Weight Status,Income,Maine,,"$35,000 - $49,999",,30.5,,,
Obesity / Weight Status,Income,Maine,,"$50,000 - $74,999",,28.13333333,,,
Obesity / Weight Status,Income,Maine,,"$75,000 or greater",,24,,,
Obesity / Weight Status,Income,Maine,,"Less than $15,000",,34.9,,,
Obesity / Weight Status,Race/Ethnicity,Maine,,,,29.204,,,
Obesity / Weight Status,Total,Maine,,,,28.85,,,
Obesity / Weight Status,Education,Maryland,College graduate,,,21.93333333,,,
Obesity / Weight Status,Education,Maryland,High school graduate,,,33.35,,,
Obesity / Weight Status,Education,Maryland,Less than high school,,,34.61666667,,,
Obesity / Weight Status,Education,Maryland,Some college or technical school,,,30.18333333,,,
Obesity / Weight Status,Age (years),Maryland,,,,27.96388889,,,
Obesity / Weight Status,Gender,Maryland,,,Female,29.66666667,,,
Obesity / Weight Status,Gender,Maryland,,,Male,27.85,,,
Obesity / Weight Status,Income,Maryland,,"$15,000 - $24,999",,32.88333333,,,
Obesity / Weight Status,Income,Maryland,,"$25,000 - $34,999",,31.01666667,,,
Obesity / Weight Status,Income,Maryland,,"$35,000 - $49,999",,33.75,,,
Obesity / Weight Status,Income,Maryland,,"$50,000 - $74,999",,30.36666667,,,
Obesity / Weight Status,Income,Maryland,,"$75,000 or greater",,25.5,,,
Obesity / Weight Status,Income,Maryland,,"Less than $15,000",,35.41666667,,,
Obesity / Weight Status,Race/Ethnicity,Maryland,,,,27.05365854,,,
Obesity / Weight Status,Total,Maryland,,,,28.76666667,,,
Obesity / Weight Status,Education,Massachusetts,College graduate,,,17.1,,,
Obesity / Weight Status,Education,Massachusetts,High school graduate,,,26.95,,,
Obesity / Weight Status,Education,Massachusetts,Less than high school,,,31.58333333,,,
Obesity / Weight Status,Education,Massachusetts,Some college or technical school,,,25.15,,,
Obesity / Weight Status,Age (years),Massachusetts,,,,22.88333333,,,
Obesity / Weight Status,Gender,Massachusetts,,,Female,21.85,,,
Obesity / Weight Status,Gender,Massachusetts,,,Male,24.93333333,,,
Obesity / Weight Status,Income,Massachusetts,,"$15,000 - $24,999",,28.66666667,,,
Obesity / Weight Status,Income,Massachusetts,,"$25,000 - $34,999",,24.91666667,,,
Obesity / Weight Status,Income,Massachusetts,,"$35,000 - $49,999",,26.25,,,
Obesity / Weight Status,Income,Massachusetts,,"$50,000 - $74,999",,25.95,,,
Obesity / Weight Status,Income,Massachusetts,,"$75,000 or greater",,19.5,,,
